id,storage_path,public_url,filename,mime_type,size_bytes,width,height,created_at
0e28c0bb-a070-4789-afff-57ab28bbf4a4,general/1788265741840_l9ccwa.png,https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/general/1788265741840_l9ccwa.png,image.png,image/png,295854,,,2026-09-01 12:29:03.314331+00
1407d09f-83af-4880-a1e5-24737b65061a,general/1788157854242_iztne7.png,https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/general/1788157854242_iztne7.png,image.png,image/png,930017,,,2026-08-31 06:30:55.597555+00
14ebd3f7-44cd-4f4b-9a06-16f45d1c0218,general/1788167518030_jfvkkj.png,https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/general/1788167518030_jfvkkj.png,image.png,image/png,1406554,,,2026-08-31 09:11:59.641787+00
190ba970-4046-4be5-a15e-c63d10bdcc41,general/1788261794349_dvn2o8.png,https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/general/1788261794349_dvn2o8.png,image.png,image/png,287152,,,2026-09-01 11:23:15.386902+00
1b0afa84-4a94-4c7f-9106-164cef7a7894,general/1788158322154_na2eqy.png,https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/general/1788158322154_na2eqy.png,image.png,image/png,120714,,,2026-08-31 06:38:42.850467+00
1d44b727-5dcb-46c7-9272-f5c3d770db9b,general/1788168757929_lqywd3.jpg,https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/general/1788168757929_lqywd3.jpg,a.jpg,image/jpeg,50653,,,2026-08-31 09:32:38.827964+00
208813f6-4934-468d-9a06-568552aefc81,general/1788155619292_4drxkg.png,https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/general/1788155619292_4drxkg.png,image.png,image/png,128873,,,2026-08-31 05:53:40.423709+00
24359fe6-ef5c-474a-bfdb-6c42a7de0aaf,general/1788266607190_kyils8.png,https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/general/1788266607190_kyils8.png,image.png,image/png,280556,,,2026-09-01 12:43:28.974728+00
2ac5e6b6-59c0-476b-ba8f-98fff31fb2be,general/1788177095707_n53hr5.png,https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/general/1788177095707_n53hr5.png,Screenshot 2026-08-31 151824.png,image/png,78769,,,2026-08-31 11:51:36.512796+00
2eab8371-d3ed-45c6-afa6-9b42ac33de29,general/1788264815503_9axrk4.png,https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/general/1788264815503_9axrk4.png,image.png,image/png,337689,,,2026-09-01 12:13:37.094673+00
